Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
1761,Golgo 13: QUEEN BEE,Golgo 13: Queen Bee,"Some passions are worth dying for...<br>
<br>
Code Name: Golgo 13 - Professional Assassin. Mission: Terminate the infamous Queen Bee, leader of a dissident South American liberation army, before she kills a high profile Presidential Candidate.<br>
<br>
One problem: Queen Bee isn't your average radical. When she was a child, they destroyed her world and left her to live like an animal. But they didn't kill her spirit. As a woman, cunning and powerful, she lives only for passion and revenge. Once Golgo 13 discovers Queen Bee's true identity, he decides that he must step aside as a very personal feud climaxes to a tragic end - an end that you won't predict!<br>
<br>
(Source: Urban Vision)",1,"{'year': 1998, 'month': 5, 'day': 21}","{'year': 1998, 'month': 5, 'day': 21}",55,2328,MANGA,,,15,62,False,"Action, Adventure, Drama"
1762,Arslan Senki,The Heroic Legend of Arslan: Age of Heroes,"Betrayed from within and overwhelmed by dark sorcery, the valiant armies of Pars are overrun by the warrior-fanatics of Rucitania. Escaping the destruction of his homeland, the heroic Prince Arislan begins to assemble a group of five, extraordinary allies — a priestess, an exiled warrior, a mischievous minstrel, an insightful artist and his attendant — to aid him in his fight against the Rucitanian invaders. Together, they must build an army and defeat 300,000 trained soldiers — including the mysterious Lord Silver Mask — who has also laid claim to the throne of Pars...<br><br>
(Source: Anime News Network)",6,"{'year': 1991, 'month': 8, 'day': 17}","{'year': 1995, 'month': 9, 'day': 21}",37,3910,OTHER,SUMMER,1991,23,63,False,"Action, Adventure, Drama, Fantasy"
1763,Midnight Panther,,"Based on the Best-Selling Comics From CPM Manga! The traveling musical group The Pussycats is the hottest thing around. Lou, Kei and Sonya are three, sexy singers with a legion of screaming fans in every town. But these pussycats have claws. <br><br>
Singers by day, assassins by night. Unbeknownst to their fans, The Pussy Cats are also The Midnight Panthers&mdash;female assassins who will kill anyone if the price is right! Their next target is a despotic king who rules by fear and crushes dissension with an iron fist. But for one of the Panthers, it's not just another job... it's personal. <br><br>
(Source: AniDB)",2,"{'year': 1998, 'month': 8, 'day': 25}","{'year': 1998, 'month': 12, 'day': 18}",30,466,MANGA,SUMMER,1998,1,47,True,"Action, Adventure, Fantasy, Hentai"
1764,SLAM DUNK (Movie),Slam Dunk Movie 1,"Sakuragi and the Shohoko team takes on Oda and Takezono High School. This is Sakuragi's second match as he faces Oda, a basketball player who went to the same junior high.<br><br>
(Source: Anime News Network)",1,"{'year': 1994, 'month': 3, 'day': 12}","{'year': 1994, 'month': 3, 'day': 12}",30,4007,MANGA,SPRING,1994,25,69,False,"Comedy, Drama, Slice of Life, Sports"
1765,Vampire Sensou,Vampire Wars,"The rural American west is the setting for this OVA, in which a bizarre and brutal attack on a NASA base in Arizona attracts the attention of a French secret service agent, Monsieur Lassar, when a dead CIA agent is found floating on the Seine in Paris. Lassar is convinced that these two events are related, and sets out to prove it. His investigation leads him to film star Lamia Vindaw and a vampire cult that may be far more vicious and dangerous than its eccentric exterior makes it seem.
<br><br>
(Source: Anime News Network)",1,"{'year': 1990, 'month': 12, 'day': 1}","{'year': 1990, 'month': 12, 'day': 1}",55,1030,OTHER,WINTER,1990,3,41,False,Supernatural
1766,Youseiki Suikoden,Suikoden Demon Century,"In the early 21st century, an earthquake destroyed Tokyo. Japan lost its center of government and industry, and turned into a lawless territory. Looking for his sister, Takateru Suga learns that she was kidnapped by the powerful Koryukai gang. He decides to ally himself with a drag queen, two ex-mercenaries and a nun to destroy the crime organization and save his sister!",1,"{'year': 1993, 'month': 9, 'day': 25}","{'year': 1993, 'month': 9, 'day': 25}",45,729,LIGHT_NOVEL,FALL,1993,3,51,False,"Action, Adventure, Fantasy"
1767,Psycho Diver Masei Rakuryu,Psycho Diver: Soul Siren,"Yuki Kano has it all: fame, wealth, the world at her feet. There's also something very wrong with her... from time to time, she's totally unable to sing (which, for a pop star, is not good). Enter Bosujima, a ""psycho diver"" with the capability to enter people's heads and straighten out what's wrong with them. Well, most of the time, anyway.
<br><br>
(Source: Anime News Network)",1,"{'year': 1997, 'month': 5, 'day': 21}","{'year': 1997, 'month': 5, 'day': 21}",48,1420,OTHER,SPRING,1997,1,48,False,"Action, Horror, Psychological, Sci-Fi, Supernatural"
1768,Kikaider 01: THE ANIMATION,Kikaider 01: The Animation,"Ever since the fall of the DARK organization, Jiro has been wandering everywhere and wondering if he would ever see Mitsuko again or not. During his journey Jiro meets a beautiful girl named Rieko who is protecting Akira, a little boy from the evil Professor Gill. Ironicly, he's the son of Professor Gill, but he is also the key to Gill&rsquo;s menacing secret weapon and his plans to conquer the world.
<br><br>
(Source: Anime News Network)",4,"{'year': 2001, 'month': 11, 'day': 21}","{'year': 2002, 'month': 3, 'day': 20}",27,659,MANGA,FALL,2001,4,58,False,"Action, Adventure, Drama, Mecha, Sci-Fi"
1769,OH! Super Milk-Chan,The Super Milk-Chan Show,"Milk-chan is a drooling, potty-mouthed baby who lives in an apartment with an obsolete robot named Tetsuko, a slug named Hanage, and an uncontrollable pet named Robodog. Whenever the President calls, Milk-chan and the gang rush to the scene to solve any type of problem - whether it's stopping a money counterfeiter hungry for Belgian waffles or counselling a school of drunk fish. At the same time, they have to avoid a nagging landlord, as they're six months behind their rent.
<br><br>
(Source: Anime News Network)",12,"{'year': 2000, 'month': 1, 'day': 27}","{'year': 2000, 'month': 4, 'day': 13}",21,1045,ORIGINAL,WINTER,2000,20,52,False,"Action, Comedy, Sci-Fi"
1770,Unbalance,Sibling Secret: She's the Twisted Sister,"The Hungry Bear is a restaurant where carnal appetites are satisfied to order. The waitress, Mika, has just uncovered the secret life of her late sister, a woman who would perform any sexual act, no matter how bizarre! But the secret's all in the sauce, and Mika vows to service her clientele's insatiable appetite for the exotic!",3,"{'year': 2002, 'month': 6, 'day': 28}","{'year': 2002, 'month': 12, 'day': 27}",30,532,VISUAL_NOVEL,SUMMER,2002,1,48,True,Hentai
1771,Ring ni Kakero 1: Nichibei Kessen-hen,Ring ni Kakero 1 Episode: The Pacific War,"Immediately after Ryuuji Takane won the Champion Carnival, the U.S. Junior Champion Black Shaft appeared, and challenged the best Japan has to offer, just before the World Tournament is about to happen. Now Ryuuji, Takeshi Kawai, Kazuki Shinatora, Ishimatsu Katori, and Superstar Jun Kenzaki have to prove to not only Black Shaft, but the world, that they are truly world-class boxers before the World Tournament starts. But Shaft is not recruiting boxers for his challenge, but instead gets a life-timer criminal from Death Row, the leader of the Great Angels, one of the toughest gangs in America, a mysterious woman, and the ""Dark Emperor of the South"". Also, Shaft negotiates with Don Giuliano, the Italian Junior Champion, just in case...
<br><br>
(Source: Anime News Network)",12,"{'year': 2006, 'month': 4, 'day': 6}","{'year': 2006, 'month': 6, 'day': 12}",25,532,MANGA,SPRING,2006,3,54,False,"Action, Sports"
1772,Seishoujo Kantai Virgin Fleet,Virgin Fleet,"In the pre-WWII era, Nakano Naval Academy's special school for girls is codenamed ""Virgin Fleet"". These girls are gifted with a special form of power known as ""Virgin Energy"". With the fear of another Russo-Japanese war imminent, rookie pilot Shiokaze Umino must hone her powers to save Japan from complete destruction.<br><br>
(Source: AniDB)",3,"{'year': 1998, 'month': 4, 'day': 25}","{'year': 1998, 'month': 10, 'day': 25}",30,800,ORIGINAL,SPRING,1998,5,43,False,"Fantasy, Sci-Fi"
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,Fist of the North Star: The Legend of the True Savior: Legend of Raoh: Chapter of Death in Love,"The first part of the new Hokuto no Ken pentalogy (3 Movies, 2 OVAs).

Kenshiro is the heir of the legendary martial arts known as Hokuto Shinken, which can kill a man with a single blow, by striking the pressure points in the enemy's body. Hokuto Shinken can be passed only to one successor at a time. When he was chosen as the successor, he parted ways with his brothers, Toki and Raoh. The former decided to use what he knew of the art to cure people... while the latter has chosen to use his supreme strength to install peace in the world by power. <br>
Kenshiro is accompanied by Lynn and Bart, and the movie's story begins when an overlord starts kidnapping children to use them as slaves for building his own pyramid... <br><br>
(Source: AniDB)",1,"{'year': 2006, 'month': 3, 'day': 11}","{'year': 2006, 'month': 3, 'day': 11}",95,2254,,SPRING,2006,16,69,False,"Action, Adventure"
1774,HeatGuy J Special,HeatGuy J Special,"In the city of Judoh, Claire Leonelli has inherited leadership of the Mafia group ""Vampire"" following the death of his father. To keep Claire's and other criminal activities in check, the city's Bureau of Urban Safety has Special Services Division operative Daisuke Aurora and the super android codenamed ""J"" (whose identity is apparently kept in secrecy, as androids are banned in the city). With both of them around, crime now has little room to breathe in Judoh.
<br><br>
(Source: Anime News Network)
<br><br>
<i>Note: This episode was listed as episode 15 in the home video release under the title ""Angel"".</i>",1,"{'year': 2003, 'month': 9, 'day': 26}","{'year': 2003, 'month': 9, 'day': 26}",25,528,ORIGINAL,FALL,2003,0,59,False,"Action, Adventure, Mecha, Sci-Fi"
1775,Jikuu Tenshou Nazca,Dimension Movement of Nazca,"Miura Kyoji, a dedicated kendo student, discovers that his shisho (master) Tate Masanari is a reincarnated Incan warrior named Yawaru who wishes to destroy the world to purify it. Kyoji himself is the warrior Bilka, who foiled Yawaru's plans in their previous lives. Yawaru gathers other awakened spirits to release the powers of nature. Now Koyji must wrestle with his own fate and decide if he is merely a vessel for the reincarnated soul or if he is truly Miura Kyoji and which will be better able to save the world and the future as he knows it.
<br><br>
(Source: Anime News Network)",12,"{'year': 1998, 'month': 4, 'day': 6}","{'year': 1998, 'month': 6, 'day': 29}",24,1606,MANGA,SPRING,1998,7,48,False,"Action, Adventure, Drama, Fantasy"
1776,Bulg-eunmae,Red Hawk - Weapon Of Death,"Gang terror and chaos reign in the land of Chungwon. The Camelia Blossoms are the most powerful of the warring gangs and they use this time of unrest to wrestle control of the country from the ailing peoples government, while also producing counterfeit gold coins to cripple the struggling economy. The only hope of freedom lies with the enigmatic Red Hawk.
<br><br>
(Source: Anime News Network)",1,"{'year': 1995, 'month': 8, 'day': 5}","{'year': 1995, 'month': 8, 'day': 5}",86,269,,SUMMER,1995,2,43,False,"Action, Adventure, Sci-Fi"
1777,Kaze no Tairiku,The Weathering Continent,"Long before the roots of history, there was a magnificent Continent in the Atlantic, torn by generations of wars, with people stricken by natural disasters and starvation. Wandering in this bleak world, Bois brings his sword, Tieh his magic, and Lakushi her heart to fight for one goal: to live another day.<br>
<br>
(Source: Media Blasters)",1,"{'year': 1992, 'month': 7, 'day': 18}","{'year': 1992, 'month': 7, 'day': 18}",55,1699,LIGHT_NOVEL,SUMMER,1992,15,57,False,"Adventure, Fantasy, Supernatural"
1778,Dae Jang Geum: Jang Geum's Dream,,"Story is about the girl Jang Geum who wants to be a cook. She gets accepted as a palace servant. Clever and cheerful Jang Geum quickly finds friends. But all to soon she encounters intrigue and corruption. <br><br>
A Korean/Japanese joint production.",26,"{'year': 2005, 'month': 10, 'day': 29}","{'year': 2006, 'month': 4, 'day': 29}",24,726,OTHER,,,22,65,False,"Adventure, Comedy"
1779,Bakunyuu Shimai,Bomb Milk Sisters,"One night, whilst impoverished student Tashiro Shinji was sleeping in his apartment, a beautiful and naked girl appeared in a flash of light. In fact, she's actually an alien named Julia who is searching for her elder sister.<br><br>
(Source: AnimeNfo)",2,"{'year': 2005, 'month': 4, 'day': 8}","{'year': 2005, 'month': 7, 'day': 8}",30,673,ORIGINAL,SPRING,2005,5,53,True,Hentai
1780,Choukou Tenshi Escalayer,Beat Angel Escalayer,"Based on the erotic game by Alice Soft.<br>
<br>
Sayuka Kouenji, is the Escalayer, guardian of the Earth against the dark forces of the Dielast. By her side is the android Madoka, and it is Madoka's job to track and recharge the source of Sayuka's power, the Doki Doki Dynamo. Located within Sayuka's body, the Doki Doki Dynamo can only be recharged when Sayuka experiences a high level of sexual arousal which, until recently, Madoka has been able to provide her. With unacceptably low energy levels facing them, Madoka brings in the assistance of Kyohei Yanase, a boy from Sayuka's school. Kyohei once harboured a crush for Sayuka, and his sexual prowess could not have come sooner. For now arrayed against these three defenders of the Earth is the Dielast version of the escalayer, the FM77, who is ruthless in combat, and brimming with violent desire.
<br><br>
(Source: Anime News Network)",3,"{'year': 2002, 'month': 9, 'day': 27}","{'year': 2003, 'month': 3, 'day': 28}",28,1502,VISUAL_NOVEL,FALL,2002,7,58,True,"Hentai, Mahou Shoujo, Sci-Fi"
1781,Hi.Me.Go.To,,"A boy and a girl are riding the train to school. They are a couple, but they haven't had sex yet because he was unable to perform when they first tried. When he sees his teacher being groped on the train, he feels a new sensation. When his teacher realizes that he was watching, she slowly transforms him into her ideal partner - on the train or in the hidden corners of the school. While his girlfriend feels abandoned by the absence of his presence, he is there having sex with his teacher and being trained to be a better lover. But when his teacher's car is fixed and she no longer has to ride the train, the relationship ends, he goes back to his girlfriend and this time, he is able to perform.
<br><br>
(Source: Anime News Network)",1,"{'year': 2001, 'month': 6, 'day': 28}","{'year': 2001, 'month': 6, 'day': 28}",26,733,,SUMMER,2001,3,53,True,Hentai
1782,Hyakki,Secret of Devil's Island,"A group of young adults have decided to travel to a mysterious island through a tour line. The island has been deserted of human life and the ruins of a once promising city continue to decay. Each of the group members have a reason to visit the island, including returning to their former homes or embarking on a scavenger hunt. During their visit, strange events start to take place and past memories and sexual emotions began to surface among the group. The tour takes a turn for the worst when several of tourists are found murdered, showing that someone remains on the desolated island.
<br><br>
(Source: Anime News Network)",3,"{'year': 2003, 'month': 3, 'day': 28}","{'year': 2003, 'month': 9, 'day': 26}",29,448,VISUAL_NOVEL,SPRING,2003,3,45,True,"Hentai, Horror"
1783,Imouto Jiru,Younger Sister Juice,"Akira's father, an archaeologist, has remarried, giving him a new stepmother and three stepsisters, Yuki, Nana and Miu. While on his honeymoon, Akira's father makes an archaeological find and decides to stay on site in order to supervise and leaving Akira at home alone with his new family members. After being discovered in bed with Yukie, his stepmother, Akira finds a box containing a scroll and three bottles. Using the knowledge his father taught to him, he reads the Sumarian language on the scroll and finds himself in a contract with the goddess Inana, who tells him to collect the love juices of his sisters in the bottles before the next full moon or else a terrible horror will befall him.
<br><br>
(Source: Anime News Network)",2,"{'year': 2003, 'month': 11, 'day': 25}","{'year': 2004, 'month': 3, 'day': 25}",26,1617,VISUAL_NOVEL,FALL,2003,11,55,True,Hentai
1784,Injuu Nerawareta Hanayome,Bride of Darkness,"A young servant, Sanshiro, who has fallen in love with his master's daughter, Momoyo, tortures himself with lustful thoughts as he spies on the buxom young woman from a hole in her ceiling. Full of despair on the day her fianc&eacute;e returns from abroad to take her away, Sanshiro watches in amazement as Momoyo and her fianc&eacute;e engage in some depraved S&amp;M activities with each other and various members of the house. As time passes, Sanshiro becomes convinced that these bizarre rituals are designed to summon some sort of demon, and he takes it upon himself to stop Momoyo's fianc&eacute;e from destroying the woman he loves.
<br><br>
(Source: Anime News Network)",2,"{'year': 1999, 'month': 2, 'day': 26}","{'year': 1999, 'month': 5, 'day': 21}",25,290,,WINTER,1999,0,41,True,Hentai
1785,Little Monica Monogatari,The Story of Little Monica,"Based on the erotic game by Rune.<br>
<br>
Will, an orphan originally from Little Monica, a city of culture and arts, returns to a place he hasn't been in since his childhood to contribute to it and have a reunion with his childhood friend, Celia. What he doesn't know is that during his long absence, things have changed for the worse and Little Monica, once a city of high culture has become a capital of degeneration. The question is can Will resist the temptations offered by the city or will he succumb to it. With a little help from Celia and her sisters Tina and Mei, as well Miss Meow, they just might succeed in returning Little Monica to its former glory.
<br><br>
(Source: Anime News Network)",2,"{'year': 2002, 'month': 4, 'day': 5}","{'year': 2002, 'month': 7, 'day': 5}",31,1243,VISUAL_NOVEL,SPRING,2002,11,57,True,Hentai
1786,Manami & Nami Sprite,Sprite: Between Two Worlds,"Lately, shy Manami has been flirting outrageously and sparking vicious cat-fights! Afterwards, she remembers nothing. Can it be that another personality seethes beneath her own? A wild woman who&rsquo;ll do anything to find trouble?<br>",2,"{'year': 1997, 'month': 4, 'day': 21}","{'year': 1997, 'month': 8, 'day': 8}",40,856,MANGA,SPRING,1997,4,50,True,"Comedy, Ecchi, Romance"
1787,Viper GTS,Viper GTS,"Carrera is a female demon whose job is to create a wish granting contract with a human being in exchange for their soul. Along with her partners/rivals Mercedes and Rati, they carry out this job for the benefit of the demon world. When Carrera is summoned by the nerdy Ogawa, she finds him to be more interesting than her previous clients and develops a crush. Mercedes tries to get involved with Ogawa also to compete with Carrera. However, the female angels are upset by this disturbance and are willing to purify the demons with their precious ""holy water"" to save Ogawa's soul.
<br><br>
(Source: Anime News Network)",3,"{'year': 2002, 'month': 12, 'day': 24}","{'year': 2003, 'month': 9, 'day': 25}",26,1814,VISUAL_NOVEL,WINTER,2002,25,62,True,Hentai
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,Fruits Cup,"Riku Ohmi can fool every girl some of the time, he can fool some girls all of the time, and he can fool all the girls into his bed at the same time. Riku was asked to help with the girl's swim team's summer training when he finds some dirty videos of the girls, Yoshino, Nagisa, and Matsuri. Not content to stick with the videos, he uses them as a leverage to score some real action.
<br><br>
(Source: Anime News Network)",2,"{'year': 2004, 'month': 7, 'day': 25}","{'year': 2005, 'month': 1, 'day': 25}",26,677,VISUAL_NOVEL,SUMMER,2004,3,47,True,Hentai
1789,Argento Soma Special,,"The pilot Sue Harris goes to a mission on a frozen country, there she suffers an accident on the mountains and her life is in severe danger. Trying to survive on the harsh enviroment, she encounters an alien and engages in combat with it. The two beings will use all means possible to escape of that dead trap alive.<br>",1,"{'year': 2002, 'month': 3, 'day': 1}","{'year': 2002, 'month': 3, 'day': 1}",25,717,,SPRING,2002,2,56,False,"Action, Mecha, Sci-Fi"
1790,Tactical Roar Special,,DVD special.,1,"{'year': 2006, 'month': 9, 'day': 26}","{'year': 2006, 'month': 9, 'day': 26}",10,297,,FALL,2006,2,47,False,"Action, Comedy, Ecchi, Romance, Sci-Fi"
1791,Ai Doll,Love Doll,"The story of young Rachel is a sad one. Orphaned as a small child, abused by a jealous rival, and the object of lust by those who are supposed to be caretakers, she still tries to maintain a positive attitude about her future. Aided by her only friend Beth, her budding romance with Prince Andrew falls under jeopardy when a distant relative whisks her away for purposes unknown.
<br><br>
(Source: Anime News Network)",4,"{'year': 2000, 'month': 6, 'day': 16}","{'year': 2001, 'month': 4, 'day': 13}",37,579,VISUAL_NOVEL,SUMMER,2000,6,48,True,"Drama, Hentai"
1792,OVERMAN King Gainer,,"In the distant future, mankind is forced to live in domed cities called Domepolis after an environmental cataclysm. These cities are maintained and supplied by private corporations, but at what cost to the inhabitants living within them? In a Siberian Domepolis, virtual game champion Gainer Sanga is arrested on suspicion of Exodus, an unauthorized venture beyond the dome walls and strictly prohibited by the government.<br>
<br>
In prison, he meets Gain Bijou, a mercenary bent on escaping and together the two will steal a mysterious Overman out of Duke Medaiyu's mansion. Fighting back the Siberian Railway Patrol forces, they both lead a massive Exodus out of the city to the east land Yapan, where their ancestors are originally from.<br>
<br>
(Source: Bandai Entertainment)",26,"{'year': 2002, 'month': 9, 'day': 7}","{'year': 2003, 'month': 3, 'day': 22}",25,3872,ORIGINAL,FALL,2002,39,65,False,"Action, Adventure, Mecha, Sci-Fi"
1793,Kaze no Na wa Amnesia,A Wind Named Amnesia,"It happened quite suddenly, with no warning - all the memories of all the people on Earth, swept away as if by a sudden wind. In a post-catastrophic Earth populated mostly by savages without memories of their past civilisation, one man travels on a journey of enlightenment and hope, across a devastated America.
<br><br>
(Source: Anime News Network)",1,"{'year': 1990, 'month': 12, 'day': 22}","{'year': 1990, 'month': 12, 'day': 22}",80,4491,OTHER,FALL,1990,25,57,False,"Action, Adventure, Drama, Mecha, Mystery, Psychological, Sci-Fi"
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,Dirty Pair: Affair of Nolandia,"The Dirty Pair are travelling to the planet of Ookbar in search of a missing girl. Kei and Yuri have traced Missinie to the forest of Nolandia, but their investigations have stalled thanks to the less-than-helpful Chief of Security. But the Dirty Pair have never let a little bureaucracy stand in their way.<br><br>
(Source: AniDB)",1,"{'year': 1985, 'month': 12, 'day': 20}","{'year': 1985, 'month': 12, 'day': 20}",55,1338,OTHER,FALL,1985,6,57,False,"Action, Adventure, Comedy, Sci-Fi"
1795,Dirty Pair: Bouryaku no 005-bin,Dirty Pair: Flight 005 Conspiracy,"It's Chief Gooley's worst nightmare come true. The Lovely Angels are back on the job, but this time the 3WA's Central Computer has assigned them two cases at the same time: investigate a space liner explosion in which three hundred people died, but no one`s come forward to claim any insurance money; and find a missing scientist and his family.<br><br>
Could the two cases be connected? Only the Central Computer knows and it's not talking. So it's up the Dirty Pair to get down and dirty and solve the puzzle before time runs out for a grieving grandfather, his family and the universe!<br><br>
(Source: AniDB)",1,"{'year': 1990, 'month': 1, 'day': 25}","{'year': 1990, 'month': 1, 'day': 25}",56,1221,LIGHT_NOVEL,WINTER,1990,11,63,False,"Action, Adventure, Comedy, Sci-Fi"
1796,Dirty Pair (Movie),Dirty Pair: Project Eden,"Agerna is a planet rich in Vizorium, the one mineral necessary to space travel. So when a series of mysterious attacks on mining operations has the governments of the world pointing fingers and blaming each other, the World Welfare & Works Association naturally sends in their top agents to investigate. But are the lovely angels up to the task of stopping a mad scientist bent on taking a long dormant alien race to its final evolutionary form? Throw in a thief who's hunting a bottle of World War II-vintage wine and it's a safe bet that nobody on the planet is safe. It's more chaos, more mayhem and even more destruction than ever before as the Dirty Pair take on their wildest case yet!<br>
<br>
(Source: ADV Films)",1,"{'year': 1987, 'month': 3, 'day': 14}","{'year': 1987, 'month': 3, 'day': 14}",77,2556,OTHER,SPRING,1987,38,68,False,"Action, Adventure, Comedy, Ecchi, Sci-Fi"
1797,Animation Seisaku Shinkou Kuromi-chan,Animation Runner Kuromi,"Ever wonder what it would be like to work for an animation studio? Kuromi just landed her dream job at the famous Studio Petit, and boy is she in for a rude awakening! The new head of the ultimate team of slackers, it’s up to her to finish ""Time Journeys Episode 2,"" or fans everywhere will be let down. Will Kuromi's love of cartoons clean up this horrible mess... or make an even bigger one?<br>
<br>
(Source: Central Park Media)",1,"{'year': 2001, 'month': 3, 'day': 30}","{'year': 2001, 'month': 3, 'day': 30}",40,2131,,SPRING,2001,11,64,False,"Comedy, Drama"
1798,Animation Seisaku Shinkou Kuromi-chan 2,Animation Runner Kuromi 2,"Kuromi is back, and more determined than ever to make it in the anime business. But all hell breaks loose when the boss quits smoking just when the workload bursts out of control. Can Kuromi overcome this almost insurmountable obstacle?<br>
<br>
(Source: Central Park Media)",1,"{'year': 2004, 'month': 1, 'day': 28}","{'year': 2004, 'month': 1, 'day': 28}",45,1236,,WINTER,2004,3,65,False,"Comedy, Drama"
1799,Battle Fighters Garou Densetsu,Fatal Fury: Legend of the Hungry Wolf,"Ten years after the death of their foster father, brothers Terry and Andy Bogard return to Southtown to extract revenge from crime lord Geese Howard. They team up with kickboxing champion Joe Higashi and participate in the prestigious King of Fighters tournament in hopes of facing Geese and giving him his well-deserved defeat.
<br><br>
(Source: Anime News Network)
<br><br>
Based on the video game Fatal Fury.",1,"{'year': 1992, 'month': 12, 'day': 23}","{'year': 1992, 'month': 12, 'day': 23}",41,2077,VIDEO_GAME,WINTER,1992,15,57,False,"Action, Adventure, Drama, Romance"
1800,Battle Fighters Garou Densetsu 2,Fatal Fury 2: The New Battle,"After defeating Geese Howard, legendary fighter Terry Bogard faces German warrior Wolfgang Krauser, only to suffer a humiliating defeat. Depressed by his loss, Terry wanders around the country, wasting his life through drinking. Only a young boy named Tony can convince Terry to go back to his winning ways, conquer his fears, and once again face Krauser.
<br><br>
(Source: Anime News Network)
<br><br>
Based on the Neo Geo SNK video game Fatal Fury 2.",1,"{'year': 1993, 'month': 7, 'day': 31}","{'year': 1993, 'month': 7, 'day': 31}",62,1728,VIDEO_GAME,SUMMER,1993,19,60,False,"Action, Adventure, Drama"
1802,Dirty Pair FLASH,Dirty Pair Flash,"Kei and Yuri were originally junior auxiliary agents in the Worlds Works and Welfare Agency (W.W.W.A. or 3WA for short) when the two were paired together under the codename ""Lovely Angels."" Kei was coming off her fourth probation for something she had done, and Yuri's dating exploits were common knowledge, not to mention the two had an instant dislike for each other when they met.<br><br>
At first, Kei and Yuri refused to work with each other, and Kei even resigned from the 3WA. Afterwards, the two continued to work together, although they earned their nickname, ""the Dirty Pair"" because of all the collateral damage the two (unintentionally) cause in the completion of their cases. And even though the two now get along with one another, they continue to bicker and complain to each other.<br><br>
Although it is often said that these are younger versions of the original Lovely Angels Kei and Yuri, in truth this series is an alternate universe telling of Dirty Pair, set in the years 2248-49. <br><br>
(Source: Wikipedia)",6,"{'year': 1994, 'month': 1, 'day': 21}","{'year': 1994, 'month': 6, 'day': 21}",27,2009,OTHER,WINTER,1994,16,59,False,"Action, Adventure, Comedy, Ecchi, Sci-Fi"
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,Dirty Pair: With Love From the Lovely Angels,"Released direct to video in Japan after the original TV series was canceled, this OVA is actually the final two episodes (25 & 26) of the TV series.",2,"{'year': 1987, 'month': 12, 'day': 21}","{'year': 1988, 'month': 4, 'day': 21}",23,1773,OTHER,WINTER,1987,9,67,False,"Action, Adventure, Comedy, Ecchi, Sci-Fi"
1804,Koko wa Green Wood,Here is Greenwood,"Hasukawa Kazuya is in a terrible bind. His brother's new wife is also the woman that Kazuya secretly loves. Determined to avoid them both, Kazuya leaves home to live in the student dorm called Greenwood. There, he hopes to find peace of mind. Unfortunately for Kazuya, stability and peace are the last things one might find at Greenwood - home of the weirdest characters on campus.
<br><br>
(Source: Anime News Network)",6,"{'year': 1991, 'month': 11, 'day': 22}","{'year': 1993, 'month': 3, 'day': 26}",26,2837,MANGA,FALL,1991,19,61,False,"Comedy, Drama, Romance, Slice of Life, Supernatural"
1805,Master Mosquiton,Master of Mosquiton,"In the 1920's, Inaho resurrects a vampire named Mosquiton with her blood. He awakens and becomes her slave. Now, Inaho is after the O-Part, which will grant her immortality. However, a bunch of supernatural monsters are out to stop them from achieving their goal.
<br><br>
(Source: Anime News Network)",6,"{'year': 1996, 'month': 11, 'day': 21}","{'year': 1997, 'month': 4, 'day': 19}",27,1236,MANGA,FALL,1996,9,59,False,"Action, Adventure, Comedy, Supernatural"
1806,Master Mosquiton 99,Master of Mosquiton '99,"Catholic schoolgirl Inaho discovers that a vampire, Mosquiton, is feeding off of her classmates. So she stakes him, but he is revived after her blood comes in contact with the his remains. Mosquiton becomes her slave and also a history teacher. Together, along with Yuuki and Honou, the unlikely duo have many escapades and adventures. One of Inaho's main goals is to find the mythical O-Part to make some money!<br><br>
(Source: AnimeNfo)",26,"{'year': 1997, 'month': 9, 'day': 30}","{'year': 1998, 'month': 3, 'day': 31}",20,714,MANGA,FALL,1997,5,52,False,"Action, Adventure, Comedy"
1807,Prism Ark,,"The Sablum Empire has been attempting to take over the kingdom of Windland for many years, and are now plotting with the mercenaries Sister Hell and Darkness Knight to start a new offensive using powerful magical beings called Angels. <br><br>
Hyaweh, a carefree yet talented swordsman, and Priecia, who just might be the lost princess of Windland, are enrolled at the Knight's Academy in Windland to hone their skill at swords and sorcery. There they meet many friends and allies who can help them protect their homeland from the impending invasion. ",12,"{'year': 2007, 'month': 10, 'day': 8}","{'year': 2007, 'month': 12, 'day': 24}",24,3129,VISUAL_NOVEL,FALL,2007,8,56,False,"Action, Comedy, Drama, Ecchi, Fantasy"
